Day,Priority,Brand,Country,Segment,Styla category,For,Website,Likely chart URL — VERIFY,Columns to look for,Status,Uploaded,Cuts found,Notes
Day 5,P1,Cuts Clothing,US,Active & mainstream volume,Tops,Men's,https://cutsclothing.com,https://cutsclothing.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Day 5,P1,Fabletics,US,Active & mainstream volume,Leggings,Women's,https://fabletics.com,https://fabletics.com/pages/size-guide,"waist, hip, inseam, rise",Not started,No,,
Day 5,P1,Faherty,US,Active & mainstream volume,Tops,Both,https://fahertybrand.com,https://fahertybrand.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Day 5,P1,Gymshark,US,Active & mainstream volume,Leggings,Women's,https://gymshark.com,https://gymshark.com/pages/size-guide,"waist, hip, inseam, rise",Not started,No,,
Day 5,P1,H&M,US,Active & mainstream volume,Dresses,Women's,https://hm.com,https://hm.com/pages/size-guide,"bust, waist, hip, length (hollow-to-hem)",Not started,No,,
Day 5,P1,Joe Fresh,CA,Active & mainstream volume,Tops,Both,https://joefresh.com,https://joefresh.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Day 5,P1,Lululemon,CA,Active & mainstream volume,Leggings,Women's,https://lululemon.com,https://lululemon.com/pages/size-guide,"waist, hip, inseam, rise",Not started,No,,
Day 5,P1,Mackage,CA,Active & mainstream volume,Coats & Jackets,Both,https://mackage.com,https://mackage.com/pages/size-guide,"chest, waist, hip, sleeve, body length",Not started,No,,
Day 5,P1,Mango,US,Active & mainstream volume,Dresses,Women's,https://shop.mango.com,https://shop.mango.com/pages/size-guide,"bust, waist, hip, length (hollow-to-hem)",Not started,No,,
Day 5,P1,Marine Layer,US,Active & mainstream volume,Tops,Both,https://marinelayer.com,https://marinelayer.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Day 5,P1,Nike,US,Active & mainstream volume,Tops,Both,https://nike.com,https://nike.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Day 5,P1,Oiselle,US,Active & mainstream volume,Shorts,Women's,https://oiselle.com,https://oiselle.com/pages/size-guide,"waist, hip, inseam",Not started,No,,
Day 5,P1,Outdoor Voices,US,Active & mainstream volume,Leggings,Women's,https://outdoorvoices.com,https://outdoorvoices.com/pages/size-guide,"waist, hip, inseam, rise",Not started,No,,
Day 5,P1,Quince,US,Active & mainstream volume,Tops,Both,https://onequince.com,https://onequince.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Day 5,P1,Rhone,US,Active & mainstream volume,Shorts,Men's,https://rhone.com,https://rhone.com/pages/size-guide,"waist, hip, inseam",Not started,No,,
Day 5,P1,Roots,CA,Active & mainstream volume,Tops,Both,https://roots.com,https://roots.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Day 5,P1,Simons,CA,Active & mainstream volume,Dresses,Women's,https://simons.ca,https://simons.ca/pages/size-guide,"bust, waist, hip, length (hollow-to-hem)",Not started,No,,
Day 5,P1,Sweaty Betty,US,Active & mainstream volume,Leggings,Women's,https://sweatybetty.com,https://sweatybetty.com/pages/size-guide,"waist, hip, inseam, rise",Not started,No,,
Day 5,P1,Ten Thousand,US,Active & mainstream volume,Shorts,Men's,https://tenthousand.cc,https://tenthousand.cc/pages/size-guide,"waist, hip, inseam",Not started,No,,
Day 5,P1,Tracksmith,US,Active & mainstream volume,Shorts,Both,https://tracksmith.com,https://tracksmith.com/pages/size-guide,"waist, hip, inseam",Not started,No,,
Day 5,P1,Under Armour,US,Active & mainstream volume,Tops,Both,https://underarmour.com,https://underarmour.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Day 5,P1,Uniqlo,US,Active & mainstream volume,Tops,Both,https://uniqlo.com,https://uniqlo.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Day 5,P1,Vuori,US,Active & mainstream volume,Shorts,Men's,https://vuoriclothing.com,https://vuoriclothing.com/pages/size-guide,"waist, hip, inseam",Not started,No,,
Day 5,P1,Zara,US,Active & mainstream volume,Dresses,Women's,https://zara.com,https://zara.com/pages/size-guide,"bust, waist, hip, length (hollow-to-hem)",Not started,No,,
Day 5,P1,adidas,US,Active & mainstream volume,Tops,Both,https://adidas.com,https://adidas.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Backlog,P3,7 For All Mankind,US,Denim,Tops,Both,https://7forallmankind.com,https://7forallmankind.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Backlog,P3,AG Jeans,US,Denim,Tops,Both,https://agjeans.com,https://agjeans.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Backlog,P3,Abercrombie & Fitch,US,Denim,Coats & Jackets,Both,https://abercrombie.com,https://abercrombie.com/pages/size-guide,"chest, waist, hip, sleeve, body length",Not started,No,,
Backlog,P2,Abercrombie & Fitch,US,Denim,Dresses,Women's,https://abercrombie.com,https://abercrombie.com/pages/size-guide,"bust, waist, hip, length (hollow-to-hem)",Not started,No,,
Backlog,P2,Abercrombie & Fitch,US,Denim,Tops,Both,https://abercrombie.com,https://abercrombie.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Backlog,P3,American Eagle,US,Denim,Dresses,Women's,https://ae.com,https://ae.com/pages/size-guide,"bust, waist, hip, length (hollow-to-hem)",Not started,No,,
Backlog,P3,American Eagle,US,Denim,Shorts,Both,https://ae.com,https://ae.com/pages/size-guide,"waist, hip, inseam",Not started,No,,
Backlog,P2,American Eagle,US,Denim,Tops,Both,https://ae.com,https://ae.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Backlog,P3,Citizens of Humanity,US,Denim,Tops,Both,https://citizensofhumanity.com,https://citizensofhumanity.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Backlog,P3,DL1961,US,Denim,Dresses,Women's,https://dl1961.com,https://dl1961.com/pages/size-guide,"bust, waist, hip, length (hollow-to-hem)",Not started,No,,
Backlog,P3,DUER,CA,Denim,Shorts,Both,https://shopduer.com,https://shopduer.com/pages/size-guide,"waist, hip, inseam",Not started,No,,
Backlog,P3,DUER,CA,Denim,Tops,Both,https://shopduer.com,https://shopduer.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Backlog,P3,Everlane,US,Denim,Coats & Jackets,Both,https://everlane.com,https://everlane.com/pages/size-guide,"chest, waist, hip, sleeve, body length",Not started,No,,
Backlog,P2,Everlane,US,Denim,Dresses,Women's,https://everlane.com,https://everlane.com/pages/size-guide,"bust, waist, hip, length (hollow-to-hem)",Not started,No,,
Backlog,P2,Everlane,US,Denim,Tops,Both,https://everlane.com,https://everlane.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Backlog,P3,FRAME,US,Denim,Dresses,Women's,https://frame-store.com,https://frame-store.com/pages/size-guide,"bust, waist, hip, length (hollow-to-hem)",Not started,No,,
Backlog,P3,FRAME,US,Denim,Tops,Both,https://frame-store.com,https://frame-store.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Backlog,P2,Frank And Oak,CA,Denim,Coats & Jackets,Both,https://frankandoak.com,https://frankandoak.com/pages/size-guide,"chest, waist, hip, sleeve, body length",Not started,No,,
Backlog,P2,Frank And Oak,CA,Denim,Tops,Both,https://frankandoak.com,https://frankandoak.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Backlog,P3,Gap,US,Denim,Boys' bottoms,Both,https://gap.com,https://gap.com/pages/size-guide,"waist, hip, inseam, height",Not started,No,,
Backlog,P3,Gap,US,Denim,Dresses,Women's,https://gap.com,https://gap.com/pages/size-guide,"bust, waist, hip, length (hollow-to-hem)",Not started,No,,
Backlog,P3,Gap,US,Denim,Girls' bottoms,Both,https://gap.com,https://gap.com/pages/size-guide,"waist, hip, inseam, height",Not started,No,,
Backlog,P2,Gap,US,Denim,Tops,Both,https://gap.com,https://gap.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Backlog,P3,Good American,US,Denim,Bras,Women's,https://goodamerican.com,https://goodamerican.com/pages/size-guide,"underbust, bust, band, cup",Not started,No,,
Backlog,P2,Good American,US,Denim,Dresses,Women's,https://goodamerican.com,https://goodamerican.com/pages/size-guide,"bust, waist, hip, length (hollow-to-hem)",Not started,No,,
Backlog,P3,Good American,US,Denim,Swimwear,Women's,https://goodamerican.com,https://goodamerican.com/pages/size-guide,"bust, waist, hip",Not started,No,,
Backlog,P2,Good American,US,Denim,Tops,Women's,https://goodamerican.com,https://goodamerican.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Backlog,P2,Kotn,CA,Denim,Bottoms,Both,https://kotn.com,https://kotn.com/pages/size-guide,"waist, hip, inseam, rise, thigh, leg opening",Not started,No,,
Backlog,P3,Kotn,CA,Denim,Dresses,Women's,https://kotn.com,https://kotn.com/pages/size-guide,"bust, waist, hip, length (hollow-to-hem)",Not started,No,,
Backlog,P3,Lee,US,Denim,Shorts,Both,https://lee.com,https://lee.com/pages/size-guide,"waist, hip, inseam",Not started,No,,
Backlog,P3,Lee,US,Denim,Tops,Both,https://lee.com,https://lee.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Backlog,P2,Levi's,US,Denim,Coats & Jackets,Both,https://levi.com,https://levi.com/pages/size-guide,"chest, waist, hip, sleeve, body length",Not started,No,,
Backlog,P3,Levi's,US,Denim,Shorts,Both,https://levi.com,https://levi.com/pages/size-guide,"waist, hip, inseam",Not started,No,,
Backlog,P3,Levi's,US,Denim,Tops,Both,https://levi.com,https://levi.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Backlog,P3,Lucky Brand,US,Denim,Dresses,Women's,https://luckybrand.com,https://luckybrand.com/pages/size-guide,"bust, waist, hip, length (hollow-to-hem)",Not started,No,,
Backlog,P3,Lucky Brand,US,Denim,Tops,Both,https://luckybrand.com,https://luckybrand.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Backlog,P3,MOTHER Denim,US,Denim,Tops,Women's,https://motherdenim.com,https://motherdenim.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Backlog,P3,Madewell,US,Denim,Coats & Jackets,Women's,https://madewell.com,https://madewell.com/pages/size-guide,"chest, waist, hip, sleeve, body length",Not started,No,,
Backlog,P2,Madewell,US,Denim,Dresses,Women's,https://madewell.com,https://madewell.com/pages/size-guide,"bust, waist, hip, length (hollow-to-hem)",Not started,No,,
Backlog,P3,Madewell,US,Denim,Skirts,Women's,https://madewell.com,https://madewell.com/pages/size-guide,"waist, hip, length",Not started,No,,
Backlog,P2,Madewell,US,Denim,Tops,Women's,https://madewell.com,https://madewell.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Backlog,P3,Old Navy,US,Denim,Boys' tops,Both,https://oldnavy.gap.com,https://oldnavy.gap.com/pages/size-guide,"chest, height, age",Not started,No,,
Backlog,P3,Old Navy,US,Denim,Dresses,Women's,https://oldnavy.gap.com,https://oldnavy.gap.com/pages/size-guide,"bust, waist, hip, length (hollow-to-hem)",Not started,No,,
Backlog,P3,Old Navy,US,Denim,Girls' tops,Both,https://oldnavy.gap.com,https://oldnavy.gap.com/pages/size-guide,"chest, height, age",Not started,No,,
Backlog,P2,Old Navy,US,Denim,Tops,Both,https://oldnavy.gap.com,https://oldnavy.gap.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Backlog,P3,PAIGE,US,Denim,Dresses,Women's,https://paige.com,https://paige.com/pages/size-guide,"bust, waist, hip, length (hollow-to-hem)",Not started,No,,
Backlog,P3,PAIGE,US,Denim,Tops,Both,https://paige.com,https://paige.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Backlog,P3,Silver Jeans Co.,CA,Denim,Shorts,Both,https://silverjeans.com,https://silverjeans.com/pages/size-guide,"waist, hip, inseam",Not started,No,,
Backlog,P3,Wrangler,US,Denim,Shorts,Both,https://wrangler.com,https://wrangler.com/pages/size-guide,"waist, hip, inseam",Not started,No,,
Backlog,P3,Wrangler,US,Denim,Tops,Both,https://wrangler.com,https://wrangler.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Backlog,P3,rag & bone,US,Denim,Coats & Jackets,Both,https://rag-bone.com,https://rag-bone.com/pages/size-guide,"chest, waist, hip, sleeve, body length",Not started,No,,
Backlog,P3,rag & bone,US,Denim,Tops,Both,https://rag-bone.com,https://rag-bone.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Backlog,P3,11 Honoré,US,Petite / Tall / Plus,Tops,Women's,https://11honore.com,https://11honore.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Backlog,P2,Alloy Apparel,US,Petite / Tall / Plus,Dresses,Women's,https://alloyapparel.com,https://alloyapparel.com/pages/size-guide,"bust, waist, hip, length (hollow-to-hem)",Not started,No,,
Backlog,P3,Alloy Apparel,US,Petite / Tall / Plus,Tops,Women's,https://alloyapparel.com,https://alloyapparel.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Backlog,P2,Amalli Talli,US,Petite / Tall / Plus,Tops,Women's,https://amallitalli.com,https://amallitalli.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Backlog,P2,American Tall,CA,Petite / Tall / Plus,Coats & Jackets,Both,https://americantall.com,https://americantall.com/pages/size-guide,"chest, waist, hip, sleeve, body length",Not started,No,,
Backlog,P2,American Tall,CA,Petite / Tall / Plus,Dress shirts,Men's,https://americantall.com,https://americantall.com/pages/size-guide,"neck, chest, waist, sleeve, shoulder, body length",Not started,No,,
Backlog,P3,Ann Taylor Petite,US,Petite / Tall / Plus,Skirts,Women's,https://anntaylor.com,https://anntaylor.com/pages/size-guide,"waist, hip, length",Not started,No,,
Backlog,P2,Ann Taylor Petite,US,Petite / Tall / Plus,Tops,Women's,https://anntaylor.com,https://anntaylor.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Backlog,P3,Athleta,US,Petite / Tall / Plus,Shorts,Women's,https://athleta.gap.com,https://athleta.gap.com/pages/size-guide,"waist, hip, inseam",Not started,No,,
Backlog,P3,Athleta,US,Petite / Tall / Plus,Swimwear,Women's,https://athleta.gap.com,https://athleta.gap.com/pages/size-guide,"bust, waist, hip",Not started,No,,
Backlog,P2,Athleta,US,Petite / Tall / Plus,Tops,Women's,https://athleta.gap.com,https://athleta.gap.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Backlog,P2,Banana Republic Petite,US,Petite / Tall / Plus,Dresses,Women's,https://bananarepublic.gap.com,https://bananarepublic.gap.com/pages/size-guide,"bust, waist, hip, length (hollow-to-hem)",Not started,No,,
Backlog,P2,Banana Republic Petite,US,Petite / Tall / Plus,Tops,Women's,https://bananarepublic.gap.com,https://bananarepublic.gap.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Backlog,P2,Chico's,US,Petite / Tall / Plus,Dresses,Women's,https://chicos.com,https://chicos.com/pages/size-guide,"bust, waist, hip, length (hollow-to-hem)",Not started,No,,
Backlog,P2,Chico's,US,Petite / Tall / Plus,Tops,Women's,https://chicos.com,https://chicos.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Backlog,P2,Dia & Co,US,Petite / Tall / Plus,Bottoms,Women's,https://dia.com,https://dia.com/pages/size-guide,"waist, hip, inseam, rise, thigh, leg opening",Not started,No,,
Backlog,P2,Dia & Co,US,Petite / Tall / Plus,Tops,Women's,https://dia.com,https://dia.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Backlog,P3,ELOQUII,US,Petite / Tall / Plus,Jumpsuits,Women's,https://eloquii.com,https://eloquii.com/pages/size-guide,"bust, waist, hip, inseam, torso",Not started,No,,
Backlog,P2,ELOQUII,US,Petite / Tall / Plus,Tops,Women's,https://eloquii.com,https://eloquii.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Backlog,P2,Girlfriend Collective,US,Petite / Tall / Plus,Bras,Women's,https://girlfriend.com,https://girlfriend.com/pages/size-guide,"underbust, bust, band, cup",Not started,No,,
Backlog,P3,Girlfriend Collective,US,Petite / Tall / Plus,Swimwear,Women's,https://girlfriend.com,https://girlfriend.com/pages/size-guide,"bust, waist, hip",Not started,No,,
Backlog,P2,Girlfriend Collective,US,Petite / Tall / Plus,Tops,Women's,https://girlfriend.com,https://girlfriend.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Backlog,P3,Height Goddess,US,Petite / Tall / Plus,Dresses,Women's,https://heightgoddess.com,https://heightgoddess.com/pages/size-guide,"bust, waist, hip, length (hollow-to-hem)",Not started,No,,
Backlog,P2,Height Goddess,US,Petite / Tall / Plus,Tops,Women's,https://heightgoddess.com,https://heightgoddess.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Backlog,P2,Henning,US,Petite / Tall / Plus,Bottoms,Women's,https://henningnyc.com,https://henningnyc.com/pages/size-guide,"waist, hip, inseam, rise, thigh, leg opening",Not started,No,,
Backlog,P2,Henning,US,Petite / Tall / Plus,Dresses,Women's,https://henningnyc.com,https://henningnyc.com/pages/size-guide,"bust, waist, hip, length (hollow-to-hem)",Not started,No,,
Backlog,P3,J.Crew Petite,US,Petite / Tall / Plus,Skirts,Women's,https://jcrew.com,https://jcrew.com/pages/size-guide,"waist, hip, length",Not started,No,,
Backlog,P2,J.Crew Petite,US,Petite / Tall / Plus,Tops,Women's,https://jcrew.com,https://jcrew.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Backlog,P2,Kirrin Finch,US,Petite / Tall / Plus,Bottoms,Both,https://kirrinfinch.com,https://kirrinfinch.com/pages/size-guide,"waist, hip, inseam, rise, thigh, leg opening",Not started,No,,
Backlog,P2,Kirrin Finch,US,Petite / Tall / Plus,Suits & Blazers,Both,https://kirrinfinch.com,https://kirrinfinch.com/pages/size-guide,"chest, waist, sleeve, shoulder, neck, S/R/L length",Not started,No,,
Backlog,P2,Knix,CA,Petite / Tall / Plus,Panties,Women's,https://knix.com,https://knix.com/pages/size-guide,"waist, hip",Not started,No,,
Backlog,P3,Knix,CA,Petite / Tall / Plus,Shapewear,Women's,https://knix.com,https://knix.com/pages/size-guide,"bust, waist, hip",Not started,No,,
Backlog,P2,LOFT Petite,US,Petite / Tall / Plus,Tops,Women's,https://loft.com,https://loft.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Backlog,P2,Lane Bryant,US,Petite / Tall / Plus,Bras,Women's,https://lanebryant.com,https://lanebryant.com/pages/size-guide,"underbust, bust, band, cup",Not started,No,,
Backlog,P3,Lane Bryant,US,Petite / Tall / Plus,Swimwear,Women's,https://lanebryant.com,https://lanebryant.com/pages/size-guide,"bust, waist, hip",Not started,No,,
Backlog,P2,Lane Bryant,US,Petite / Tall / Plus,Tops,Women's,https://lanebryant.com,https://lanebryant.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Backlog,P2,Long Tall Sally,US,Petite / Tall / Plus,Tops,Women's,https://longtallsally.com,https://longtallsally.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Backlog,P2,Madewell Plus,US,Petite / Tall / Plus,Dresses,Women's,https://madewell.com,https://madewell.com/pages/size-guide,"bust, waist, hip, length (hollow-to-hem)",Not started,No,,
Backlog,P2,Nordstrom (house brands),US,Petite / Tall / Plus,Bottoms,Both,https://nordstrom.com,https://nordstrom.com/pages/size-guide,"waist, hip, inseam, rise, thigh, leg opening",Not started,No,,
Backlog,P2,Nordstrom (house brands),US,Petite / Tall / Plus,Suits & Blazers,Men's,https://nordstrom.com,https://nordstrom.com/pages/size-guide,"chest, waist, sleeve, shoulder, neck, S/R/L length",Not started,No,,
Backlog,P3,Nordstrom (house brands),US,Petite / Tall / Plus,Tops,Both,https://nordstrom.com,https://nordstrom.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Backlog,P2,Old Navy Plus,US,Petite / Tall / Plus,Dresses,Women's,https://oldnavy.gap.com,https://oldnavy.gap.com/pages/size-guide,"bust, waist, hip, length (hollow-to-hem)",Not started,No,,
Backlog,P2,Old Navy Plus,US,Petite / Tall / Plus,Tops,Women's,https://oldnavy.gap.com,https://oldnavy.gap.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Backlog,P3,Penningtons,CA,Petite / Tall / Plus,Bras,Women's,https://penningtons.com,https://penningtons.com/pages/size-guide,"underbust, bust, band, cup",Not started,No,,
Backlog,P2,Penningtons,CA,Petite / Tall / Plus,Dresses,Women's,https://penningtons.com,https://penningtons.com/pages/size-guide,"bust, waist, hip, length (hollow-to-hem)",Not started,No,,
Backlog,P2,Penningtons,CA,Petite / Tall / Plus,Tops,Women's,https://penningtons.com,https://penningtons.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Backlog,P2,RW&CO. Petite,CA,Petite / Tall / Plus,Suits & Blazers,Women's,https://rw-co.com,https://rw-co.com/pages/size-guide,"chest, waist, sleeve, shoulder, neck, S/R/L length",Not started,No,,
Backlog,P2,RW&CO. Petite,CA,Petite / Tall / Plus,Tops,Women's,https://rw-co.com,https://rw-co.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Backlog,P2,Reitmans,CA,Petite / Tall / Plus,Dresses,Women's,https://reitmans.com,https://reitmans.com/pages/size-guide,"bust, waist, hip, length (hollow-to-hem)",Not started,No,,
Backlog,P2,Reitmans,CA,Petite / Tall / Plus,Tops,Women's,https://reitmans.com,https://reitmans.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Backlog,P2,Simons Twik/Contemporaine,CA,Petite / Tall / Plus,Bottoms,Women's,https://simons.ca,https://simons.ca/pages/size-guide,"waist, hip, inseam, rise, thigh, leg opening",Not started,No,,
Backlog,P2,Simons Twik/Contemporaine,CA,Petite / Tall / Plus,Tops,Women's,https://simons.ca,https://simons.ca/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Backlog,P2,Talbots Petite,US,Petite / Tall / Plus,Dresses,Women's,https://talbots.com,https://talbots.com/pages/size-guide,"bust, waist, hip, length (hollow-to-hem)",Not started,No,,
Backlog,P2,Talbots Petite,US,Petite / Tall / Plus,Tops,Women's,https://talbots.com,https://talbots.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Backlog,P2,Torrid,US,Petite / Tall / Plus,Bras,Women's,https://torrid.com,https://torrid.com/pages/size-guide,"underbust, bust, band, cup",Not started,No,,
Backlog,P2,Torrid,US,Petite / Tall / Plus,Tops,Women's,https://torrid.com,https://torrid.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Backlog,P2,Universal Standard,US,Petite / Tall / Plus,Coats & Jackets,Women's,https://universalstandard.com,https://universalstandard.com/pages/size-guide,"chest, waist, hip, sleeve, body length",Not started,No,,
Backlog,P3,Universal Standard,US,Petite / Tall / Plus,Skirts,Women's,https://universalstandard.com,https://universalstandard.com/pages/size-guide,"waist, hip, length",Not started,No,,
Backlog,P2,Adrianna Papell,US,Occasion & bridal party,Bridesmaid,Women's,https://adriannapapell.com,https://adriannapapell.com/pages/size-guide,"bust, waist, hip, hollow-to-hem, extra length",Not started,No,,
Backlog,P2,Aritzia (Wilfred),CA,Occasion & bridal party,Bottoms,Women's,https://aritzia.com,https://aritzia.com/pages/size-guide,"waist, hip, inseam, rise, thigh, leg opening",Not started,No,,
Backlog,P2,Aritzia (Wilfred),CA,Occasion & bridal party,Coats & Jackets,Women's,https://aritzia.com,https://aritzia.com/pages/size-guide,"chest, waist, hip, sleeve, body length",Not started,No,,
Backlog,P3,Aritzia (Wilfred),CA,Occasion & bridal party,Tops,Women's,https://aritzia.com,https://aritzia.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Backlog,P2,Azazie,US,Occasion & bridal party,Bridal,Women's,https://azazie.com,https://azazie.com/pages/size-guide,"bust, waist, hip, hollow-to-hem",Not started,No,,
Backlog,P2,Azazie,US,Occasion & bridal party,Dresses,Women's,https://azazie.com,https://azazie.com/pages/size-guide,"bust, waist, hip, length (hollow-to-hem)",Not started,No,,
Backlog,P2,BHLDN,US,Occasion & bridal party,Bridal,Women's,https://bhldn.com,https://bhldn.com/pages/size-guide,"bust, waist, hip, hollow-to-hem",Not started,No,,
Backlog,P2,Christina Wu,US,Occasion & bridal party,Bridal,Women's,https://christinawu.com,https://christinawu.com/pages/size-guide,"bust, waist, hip, hollow-to-hem",Not started,No,,
Backlog,P2,David's Bridal,US,Occasion & bridal party,Dresses,Women's,https://davidsbridal.com,https://davidsbridal.com/pages/size-guide,"bust, waist, hip, length (hollow-to-hem)",Not started,No,,
Backlog,P2,Fame and Partners,US,Occasion & bridal party,Dresses,Women's,https://fameandpartners.com,https://fameandpartners.com/pages/size-guide,"bust, waist, hip, length (hollow-to-hem)",Not started,No,,
Backlog,P2,JJ's House,US,Occasion & bridal party,Bridal,Women's,https://jjshouse.com,https://jjshouse.com/pages/size-guide,"bust, waist, hip, hollow-to-hem",Not started,No,,
Backlog,P2,JJ's House,US,Occasion & bridal party,Dresses,Women's,https://jjshouse.com,https://jjshouse.com/pages/size-guide,"bust, waist, hip, length (hollow-to-hem)",Not started,No,,
Backlog,P2,Jenny Yoo,US,Occasion & bridal party,Bridal,Women's,https://jennyyoo.com,https://jennyyoo.com/pages/size-guide,"bust, waist, hip, hollow-to-hem",Not started,No,,
Backlog,P2,Le Château,CA,Occasion & bridal party,Suits & Blazers,Both,https://lechateau.com,https://lechateau.com/pages/size-guide,"chest, waist, sleeve, shoulder, neck, S/R/L length",Not started,No,,
Backlog,P2,Lulus,US,Occasion & bridal party,Bridesmaid,Women's,https://lulus.com,https://lulus.com/pages/size-guide,"bust, waist, hip, hollow-to-hem, extra length",Not started,No,,
Backlog,P3,Lulus,US,Occasion & bridal party,Jumpsuits,Women's,https://lulus.com,https://lulus.com/pages/size-guide,"bust, waist, hip, inseam, torso",Not started,No,,
Backlog,P2,Nadine Merabi,US,Occasion & bridal party,Jumpsuits,Women's,https://nadinemerabi.com,https://nadinemerabi.com/pages/size-guide,"bust, waist, hip, inseam, torso",Not started,No,,
Backlog,P3,Petal & Pup,US,Occasion & bridal party,Jumpsuits,Women's,https://petalandpup.com,https://petalandpup.com/pages/size-guide,"bust, waist, hip, inseam, torso",Not started,No,,
Backlog,P2,Reformation,US,Occasion & bridal party,Bottoms,Women's,https://thereformation.com,https://thereformation.com/pages/size-guide,"waist, hip, inseam, rise, thigh, leg opening",Not started,No,,
Backlog,P3,Reformation,US,Occasion & bridal party,Tops,Women's,https://thereformation.com,https://thereformation.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Backlog,P3,Rent the Runway,US,Occasion & bridal party,Jumpsuits,Women's,https://renttherunway.com,https://renttherunway.com/pages/size-guide,"bust, waist, hip, inseam, torso",Not started,No,,
